Day,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio,Day
2021-04-28,0.6724424544546683,0.5152397472432164,0.6009672371123598,0.9999999999999999,0.6724424544546683,0.0630452235065837,2021-04-28
2021-04-29,0.6973418704716661,0.5397100731012267,0.631179985949478,0.9468144314797636,0.6973418704716658,0.07801407602476207,2021-04-29
2021-04-30,0.7251303790341472,0.5629413951183247,0.6572673282034829,0.9603280769418541,0.725130379034147,0.07667269201899618,2021-04-30
2021-05-01,0.7510407719589527,0.5884648742411102,0.6855550936237245,0.9348044720011716,0.7510407719589525,0.0915109896384747,2021-05-01
2021-05-02,0.7719938848226064,0.6136786024036675,0.7107717574190779,0.8912854562319972,0.7719938848226064,0.12171419296383945,2021-05-02
2021-05-03,0.7905315437124223,0.6414322884400941,0.7317062099799971,0.8649416589366791,0.7905315437124223,0.16948263163165667,2021-05-03
2021-05-04,0.8110315663155645,0.6623714533515054,0.7510880901709274,0.8730166479519601,0.8110315663155645,0.1821118690075929,2021-05-04
2021-05-05,0.8325661963843192,0.6816379630776855,0.7709042779816353,0.8870770883171409,0.8325661963843192,0.18433203439720103,2021-05-05
2021-05-06,0.8522237382309548,0.70239127741296,0.7915653540122904,0.875067128838549,0.8522237382309548,0.1984217804833932,2021-05-06
2021-05-07,0.8725994435517346,0.723516292900508,0.8112536222390259,0.8790313918859541,0.8725994435517346,0.21112850084161572,2021-05-07
2021-05-08,0.8904394872785406,0.7440837566596455,0.8320508707300391,0.8484889908704779,0.8904394872785406,0.22964644365390985,2021-05-08
2021-05-09,0.904141101142897,0.7609961590880933,0.8472547322508999,0.832133964751257,0.904141101142897,0.2476502747952285,2021-05-09
2021-05-10,0.9171389353509036,0.780758270350638,0.8609813288987878,0.8226236391153638,0.9171389353509034,0.27796576208233326,2021-05-10
2021-05-11,0.9299621089142684,0.8022549869904597,0.8749936813915173,0.8084753209979006,0.9299621089142682,0.3145476660658222,2021-05-11
2021-05-12,0.9436133794163459,0.8208400446041383,0.8895094593437518,0.7978909339452228,0.9436133794163455,0.3373616455379578,2021-05-12
2021-05-13,0.9543899411907335,0.8399207037541817,0.9051785767708351,0.748991846897427,0.9543899411907333,0.37072394694398003,2021-05-13
2021-05-14,0.9631291379161548,0.8578243092553587,0.919765535781893,0.6911585217009226,0.9631291379161546,0.4059873755435923,2021-05-14
2021-05-15,0.9697354199458348,0.8787015239747243,0.9317239536642254,0.6374652150563881,0.9697354199458346,0.4581642157636905,2021-05-15
2021-05-16,0.9763684147799894,0.8949324742906702,0.9417367559387182,0.6031733632768637,0.9763684147799891,0.4935192929282657,2021-05-16
2021-05-17,0.9810164427585697,0.9159955395861726,0.9529998689855874,0.5374212761802469,0.9810164427585695,0.5518842630366665,2021-05-17
2021-05-18,0.9856213192837682,0.9324123404782555,0.962700093566986,0.48678416247619977,0.985621319283768,0.5938670399898331,2021-05-18
2021-05-19,0.9895727595148955,0.9469706356089703,0.9724250767775406,0.42999560611238585,0.9895727595148953,0.6313118867205851,2021-05-19
2021-05-20,0.9928923391786431,0.9614050303555942,0.9805036111492234,0.3828052531367475,0.9928923391786426,0.6702332721366169,2021-05-20
2021-05-21,0.9959838325887995,0.9770164787510841,0.9880219815362523,0.33856368695991795,0.9959838325887995,0.7138046070838291,2021-05-21
2021-05-22,0.9983057917469764,0.9882914137033826,0.994678957950563,0.295845335155983,0.9983057917469762,0.7448561630080208,2021-05-22
2021-05-23,1.0,1.0,1.0,0.25973734316262265,1.0,0.7794325413183518,2021-05-23
